# L= 50  beta= [1.0]  t_max= 20.0  steps= 2000
t 	  D= [100]
17.9	-0.0002919955397129515
18	-0.00027419646416210143
18.1	-0.00025199352748039687
18.2	-0.00022713456324712888
18.3	-0.00020214138667613572
18.4	-0.0001799936386409242
18.5	-0.00016360093319956262
18.6	-0.0001549251847962498
18.7	-0.00015423784868142694
18.8	-0.00016000182817411178
18.9	-0.0001693140979784676
19	-0.00017877090416002904
19.1	-0.00018558648604813315
19.2	-0.00018833502155037255
19.3	-0.00018679410045694715
19.4	-0.00018124841082419992
19.5	-0.0001719882248011617
19.6	-0.00015920993528680306
19.7	-0.00014312502194518828
19.8	-0.00012424486650975647
19.9	-0.00010379473468628593
20	-839229672888493e-19
